name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 119 (YISHUN),1.43539299497423,103.829177147654,HDB,119.5064,High Accessibility,1,YISHUN
Block 12 (BEDOK),1.32110310080964,103.936900156912,HDB,119.1412,High Accessibility,1,BEDOK
Block 12 (BUKIT MERAH),1.28753116542451,103.807020232395,HDB,105.9052,High Accessibility,1,BUKIT MERAH
Block 12 (TOA PAYOH),1.33674610724551,103.857615884177,HDB,86.5622,Moderate Accessibility,2,TOA PAYOH
Block 12 (MARINE PARADE),1.30460708550376,103.915739855584,HDB,117.5643,High Accessibility,1,MARINE PARADE
Block 12 (WOODLANDS),1.44051412313324,103.778621615198,HDB,73.544,Poor Accessibility,3,WOODLANDS
Block 12 (BUKIT MERAH),1.27718546024846,103.819516181006,HDB,102.5641,High Accessibility,1,BUKIT MERAH
Block 12A (BEDOK),1.32074121223236,103.936559766319,HDB,118.1215,High Accessibility,1,BEDOK
Block 12A (MARINE PARADE),1.30440476785117,103.915295374439,HDB,118.5436,High Accessibility,1,MARINE PARADE
Block 12A (WOODLANDS),1.44131726915198,103.778405129794,HDB,69.6497,Poor Accessibility,3,WOODLANDS
Block 12B (WOODLANDS),1.44108596725738,103.778120234676,HDB,69.1689,Poor Accessibility,3,WOODLANDS
Block 12C (WOODLANDS),1.44108587711762,103.777781234398,HDB,68.286,Poor Accessibility,3,WOODLANDS
Block 12D (WOODLANDS),1.44112352876993,103.778376220558,HDB,70.191,Poor Accessibility,3,WOODLANDS
Block 120 (BEDOK),1.32997311186222,103.9375717024,HDB,142.3239,High Accessibility,1,BEDOK
Block 120 (BUKIT MERAH),1.28630594274136,103.804492637648,HDB,97.214,High Accessibility,1,BUKIT MERAH
Block 120 (JURONG WEST),1.33540764836183,103.724260953568,HDB,80.3232,Moderate Accessibility,2,JURONG WEST
Block 120 (PASIR RIS),1.36731380774802,103.954362847168,HDB,87.5606,Moderate Accessibility,2,PASIR RIS
Block 120 (PASIR RIS),1.38267139950695,103.945172211677,HDB,58.4869,Poor Accessibility,3,PASIR RIS
Block 120 (SERANGOON),1.36726629285153,103.871070695868,HDB,82.8835,Moderate Accessibility,2,SERANGOON
Block 120 (YISHUN),1.43482138833722,103.829347800986,HDB,122.3918,High Accessibility,1,YISHUN
Block 120A (JURONG WEST),1.33560323444527,103.724534744178,HDB,80.4807,Moderate Accessibility,2,JURONG WEST
Block 121 (BEDOK),1.32961906105462,103.93870655595,HDB,129.6854,High Accessibility,1,BEDOK
Block 121 (BUKIT MERAH),1.28662949776774,103.804920144204,HDB,101.0156,High Accessibility,1,BUKIT MERAH
Block 121 (PASIR RIS),1.36686954737879,103.954504704247,HDB,87.0194,Moderate Accessibility,2,PASIR RIS
Block 121 (SERANGOON),1.36693542180082,103.8712847222,HDB,82.9246,Moderate Accessibility,2,SERANGOON
Block 121 (JURONG WEST),1.33570402533121,103.724078165253,HDB,81.7221,Moderate Accessibility,2,JURONG WEST
Block 121A (JURONG WEST),1.33624211729891,103.724562789597,HDB,82.5693,Moderate Accessibility,2,JURONG WEST
Block 122 (BEDOK),1.32861719819893,103.937787149387,HDB,146.4706,High Accessibility,1,BEDOK
Block 122 (BUKIT MERAH),1.2864588189976,103.804200246716,HDB,96.5025,High Accessibility,1,BUKIT MERAH
Block 122 (WOODLANDS),1.43916619717314,103.779658603032,HDB,85.7487,Moderate Accessibility,2,WOODLANDS
Block 122 (PASIR RIS),1.36652833508957,103.954404987572,HDB,87.0992,Moderate Accessibility,2,PASIR RIS
Block 122 (SERANGOON),1.36669092359185,103.871359067279,HDB,83.1892,Moderate Accessibility,2,SERANGOON
Block 122 (JURONG WEST),1.33598546940987,103.72386599203,HDB,83.1332,Moderate Accessibility,2,JURONG WEST
Block 123 (BEDOK),1.32919868667839,103.937343347878,HDB,150.6439,High Accessibility,1,BEDOK
Block 123 (BUKIT MERAH),1.28685131497047,103.804019034892,HDB,99.0702,High Accessibility,1,BUKIT MERAH
Block 123 (WOODLANDS),1.43911242302221,103.778949135126,HDB,80.6391,Moderate Accessibility,2,WOODLANDS
Block 123 (PASIR RIS),1.36623151890844,103.954045012938,HDB,87.7229,Moderate Accessibility,2,PASIR RIS
Block 123 (SERANGOON),1.3669585129808,103.872593551192,HDB,81.6988,Moderate Accessibility,2,SERANGOON
Block 124 (BEDOK),1.32925881944574,103.939046430321,HDB,126.6031,High Accessibility,1,BEDOK
Block 124 (BUKIT MERAH),1.28582331821306,103.803532208512,HDB,90.5169,Moderate Accessibility,2,BUKIT MERAH
Block 124 (HOUGANG),1.3528899770961,103.886657257578,HDB,110.1877,High Accessibility,1,HOUGANG
Block 124 (WOODLANDS),1.43882868042269,103.779387669726,HDB,85.002,Moderate Accessibility,2,WOODLANDS
Block 124 (PASIR RIS),1.36582030229146,103.954308255767,HDB,86.9008,Moderate Accessibility,2,PASIR RIS
Block 124 (SERANGOON),1.36618689571987,103.871419458199,HDB,84.3699,Moderate Accessibility,2,SERANGOON
Block 125 (BEDOK),1.32884321524242,103.939123687022,HDB,126.6039,High Accessibility,1,BEDOK
Block 125 (BUKIT MERAH),1.28593366735427,103.802999737988,HDB,89.6906,Moderate Accessibility,2,BUKIT MERAH
Block 125 (HOUGANG),1.35240983570812,103.886491573358,HDB,107.8722,High Accessibility,1,HOUGANG
Block 125 (PASIR RIS),1.36618432371868,103.954324674252,HDB,87.0907,Moderate Accessibility,2,PASIR RIS
Block 125 (SERANGOON),1.36645063269507,103.872110834899,HDB,83.207,Moderate Accessibility,2,SERANGOON
Block 126 (BEDOK),1.32816830907267,103.938917895269,HDB,130.5023,High Accessibility,1,BEDOK
Block 126 (BUKIT MERAH),1.28512850690882,103.802995010319,HDB,85.4748,Moderate Accessibility,2,BUKIT MERAH
Block 126 (HOUGANG),1.35222410533911,103.88568850352,HDB,111.5771,High Accessibility,1,HOUGANG
Block 126 (PASIR RIS),1.36548783115926,103.955273377381,HDB,84.5714,Moderate Accessibility,2,PASIR RIS
Block 126 (SERANGOON),1.36605821730761,103.871874850688,HDB,84.3192,Moderate Accessibility,2,SERANGOON
Block 127 (BEDOK),1.32797407432231,103.937944117759,HDB,145.9151,High Accessibility,1,BEDOK
Block 127 (BUKIT MERAH),1.28532858968794,103.803396774073,HDB,87.8603,Moderate Accessibility,2,BUKIT MERAH
Block 127 (HOUGANG),1.35291128633664,103.885671846321,HDB,117.277,High Accessibility,1,HOUGANG
Block 127 (PASIR RIS),1.36589316333354,103.955221658333,HDB,84.8584,Moderate Accessibility,2,PASIR RIS
Block 127 (SERANGOON),1.36562822842714,103.871831336238,HDB,85.8929,Moderate Accessibility,2,SERANGOON
Block 128 (BEDOK),1.327740236451,103.939005696963,HDB,129.6962,High Accessibility,1,BEDOK
Block 128 (HOUGANG),1.35172355247142,103.886487164914,HDB,103.1764,High Accessibility,1,HOUGANG
Block 128 (PASIR RIS),1.36607200208533,103.955614245139,HDB,83.9253,Moderate Accessibility,2,PASIR RIS
Block 129 (ANG MO KIO),1.36989498895756,103.842059049722,HDB,151.9041,High Accessibility,1,ANG MO KIO
Block 129 (BEDOK),1.32755443192195,103.938030484223,HDB,145.1728,High Accessibility,1,BEDOK
Block 129 (HOUGANG),1.35151849772357,103.887577515817,HDB,96.5702,High Accessibility,1,HOUGANG
Block 129 (PASIR RIS),1.36651869481811,103.955623407278,HDB,83.9962,Moderate Accessibility,2,PASIR RIS
Block 13 (BEDOK),1.32040513121065,103.936741206727,HDB,113.1412,High Accessibility,1,BEDOK
Block 13 (BUKIT MERAH),1.28771895880048,103.807280589371,HDB,105.6268,High Accessibility,1,BUKIT MERAH
Block 13 (TOA PAYOH),1.33628332874341,103.859026987388,HDB,86.7642,Moderate Accessibility,2,TOA PAYOH
Block 13 (MARINE PARADE),1.30404168480361,103.915575511946,HDB,114.7335,High Accessibility,1,MARINE PARADE
Block 13 (WOODLANDS),1.44109627463339,103.779276133737,HDB,74.6367,Moderate Accessibility,2,WOODLANDS
Block 13 (BUKIT MERAH),1.2781594645971,103.820475315204,HDB,110.6976,High Accessibility,1,BUKIT MERAH
Block 13A (WOODLANDS),1.44163445060403,103.77877410916,HDB,70.1147,Poor Accessibility,3,WOODLANDS
Block 130 (ANG MO KIO),1.37039791675237,103.841878840032,HDB,151.4692,High Accessibility,1,ANG MO KIO
Block 130 (BEDOK),1.32716150771949,103.936824833587,HDB,171.2528,High Accessibility,1,BEDOK
Block 130 (HOUGANG),1.35128004840606,103.886489897616,HDB,100.2726,High Accessibility,1,HOUGANG
Block 130 (WOODLANDS),1.43812644143688,103.778700479218,HDB,83.6568,Moderate Accessibility,2,WOODLANDS
Block 130 (PASIR RIS),1.36536519979037,103.956938360686,HDB,80.2931,Moderate Accessibility,2,PASIR RIS
Block 130A (ANG MO KIO),1.37070330698832,103.841898346105,HDB,152.4534,High Accessibility,1,ANG MO KIO
Block 130B (ANG MO KIO),1.37077134245287,103.841351015608,HDB,146.3266,High Accessibility,1,ANG MO KIO
Block 131 (ANG MO KIO),1.37101536386003,103.841800323712,HDB,151.8524,High Accessibility,1,ANG MO KIO
Block 131 (HOUGANG),1.35138924569174,103.887042425781,HDB,98.4089,High Accessibility,1,HOUGANG
Block 131 (WOODLANDS),1.43847929543407,103.778615855145,HDB,81.7621,Moderate Accessibility,2,WOODLANDS
Block 131 (PASIR RIS),1.36591990037955,103.956348545314,HDB,81.9461,Moderate Accessibility,2,PASIR RIS
Block 132 (ANG MO KIO),1.37144743640862,103.841783557978,HDB,151.9787,High Accessibility,1,ANG MO KIO
Block 132 (BEDOK),1.32775288998395,103.936709340476,HDB,172.0342,High Accessibility,1,BEDOK
Block 132 (BUKIT MERAH),1.27873808127932,103.828304288385,HDB,147.831,High Accessibility,1,BUKIT MERAH
Block 132 (HOUGANG),1.35085299679097,103.88632991316,HDB,98.6346,High Accessibility,1,HOUGANG
Block 132 (PASIR RIS),1.36623282835828,103.956086878047,HDB,82.6943,Moderate Accessibility,2,PASIR RIS
Block 132A (ANG MO KIO),1.37170680912113,103.84196151089,HDB,153.8753,High Accessibility,1,ANG MO KIO
Block 133 (ANG MO KIO),1.37113968605234,103.842644163241,HDB,162.0108,High Accessibility,1,ANG MO KIO
Block 133 (HOUGANG),1.35076271020557,103.887548072787,HDB,93.352,High Accessibility,1,HOUGANG
Block 133 (PASIR RIS),1.36572659703752,103.956188045596,HDB,82.3479,Moderate Accessibility,2,PASIR RIS
Block 134 (ANG MO KIO),1.37207665479505,103.841947733195,HDB,153.1691,High Accessibility,1,ANG MO KIO
Block 134 (BEDOK),1.32832133313255,103.93658216345,HDB,171.3841,High Accessibility,1,BEDOK
Block 134 (BUKIT MERAH),1.27881990735879,103.827723714738,HDB,144.5283,High Accessibility,1,BUKIT MERAH
Block 134 (HOUGANG),1.35046468321696,103.886509352895,HDB,96.0335,High Accessibility,1,HOUGANG
Block 134 (PASIR RIS),1.36515238365719,103.956349944243,HDB,81.8098,Moderate Accessibility,2,PASIR RIS
Block 135 (BEDOK),1.32873201687201,103.936506734604,HDB,169.5437,High Accessibility,1,BEDOK
Block 135 (BUKIT MERAH),1.27860068677354,103.82708537661,HDB,136.72,High Accessibility,1,BUKIT MERAH
Block 135 (HOUGANG),1.34975825362257,103.886810075583,HDB,91.7834,High Accessibility,1,HOUGANG
Block 135 (PASIR RIS),1.36454232817849,103.957472438655,HDB,78.7805,Moderate Accessibility,2,PASIR RIS
Block 135 (SERANGOON),1.36725606646986,103.874813498992,HDB,80.2844,Moderate Accessibility,2,SERANGOON
Block 135A (PASIR RIS),1.36478642036754,103.95687574357,HDB,80.3805,Moderate Accessibility,2,PASIR RIS
Block 136 (BUKIT MERAH),1.27828763907526,103.827537246771,HDB,136.3346,High Accessibility,1,BUKIT MERAH
Block 136 (HOUGANG),1.34966436735423,103.88630211152,HDB,92.9967,High Accessibility,1,HOUGANG
Block 136 (PASIR RIS),1.36467287496198,103.957739722389,HDB,78.0773,Moderate Accessibility,2,PASIR RIS
Block 136 (SERANGOON),1.36810159794642,103.874987831018,HDB,78.4719,Moderate Accessibility,2,SERANGOON
Block 136A (TAMPINES),1.34496202089474,103.945632285692,HDB,134.2563,High Accessibility,1,TAMPINES
Block 137 (BEDOK),1.32883066193996,103.935509731277,HDB,191.4932,High Accessibility,1,BEDOK
Block 137 (BUKIT MERAH),1.27814726027803,103.826958969986,HDB,130.4407,High Accessibility,1,BUKIT MERAH
Block 137 (HOUGANG),1.34905321621757,103.88664017294,HDB,89.3729,Moderate Accessibility,2,HOUGANG
Block 137 (PASIR RIS),1.36515883327775,103.95723054886,HDB,79.4859,Moderate Accessibility,2,PASIR RIS
Block 137 (SERANGOON),1.36778495249736,103.875011736305,HDB,79.2088,Moderate Accessibility,2,SERANGOON
Block 137A (PASIR RIS),1.36500986888194,103.956932177615,HDB,80.2688,Moderate Accessibility,2,PASIR RIS
Block 138 (BEDOK),1.33001011188999,103.936343483972,HDB,158.9835,High Accessibility,1,BEDOK
Block 138 (BUKIT MERAH),1.27842357024921,103.826237590943,HDB,127.9783,High Accessibility,1,BUKIT MERAH
Block 138 (HOUGANG),1.3515974230958,103.884260469806,HDB,114.2964,High Accessibility,1,HOUGANG
Block 138 (PASIR RIS),1.36340707305799,103.959810276508,HDB,72.4313,Poor Accessibility,3,PASIR RIS
Block 138 (SERANGOON),1.36822699874589,103.875548830412,HDB,78.4832,Moderate Accessibility,2,SERANGOON
Block 138 (JURONG WEST),1.32792499717977,103.723396367153,HDB,61.7681,Poor Accessibility,3,JURONG WEST
Block 138A (JURONG WEST),1.32793696486555,103.7241782483,HDB,61.461,Poor Accessibility,3,JURONG WEST
Block 138B (JURONG WEST),1.32841510984309,103.724304147765,HDB,62.3117,Poor Accessibility,3,JURONG WEST
Block 138C (JURONG WEST),1.32843797727643,103.723795893377,HDB,62.3971,Poor Accessibility,3,JURONG WEST
Block 138D (JURONG WEST),1.32846031138004,103.723287795397,HDB,63.0312,Poor Accessibility,3,JURONG WEST
Block 139 (BEDOK),1.32941001130625,103.935397269548,HDB,183.9192,High Accessibility,1,BEDOK
Block 139 (HOUGANG),1.3522311107755,103.884240123623,HDB,119.8987,High Accessibility,1,HOUGANG
Block 139 (PASIR RIS),1.3635179863635,103.959586721477,HDB,73.0385,Poor Accessibility,3,PASIR RIS
Block 139 (SERANGOON),1.36878372952822,103.875412429109,HDB,77.0768,Moderate Accessibility,2,SERANGOON
Block 139 (JURONG WEST),1.32805509671446,103.724465457178,HDB,61.6387,Poor Accessibility,3,JURONG WEST
Block 14 (BUKIT MERAH),1.28786130507779,103.807648167533,HDB,104.9971,High Accessibility,1,BUKIT MERAH
Block 14 (TOA PAYOH),1.33666896706719,103.858353616452,HDB,86.4277,Moderate Accessibility,2,TOA PAYOH
Block 14 (MARINE PARADE),1.30347617922703,103.915411740341,HDB,112.336,High Accessibility,1,MARINE PARADE
Block 14 (BUKIT MERAH),1.27739544173264,103.820469653072,HDB,105.9465,High Accessibility,1,BUKIT MERAH
Block 14A (TOA PAYOH),1.33626821074683,103.858315234224,HDB,86.8219,Moderate Accessibility,2,TOA PAYOH
Block 14A (BUKIT MERAH),1.27776030069589,103.820730062207,HDB,108.6677,High Accessibility,1,BUKIT MERAH
Block 14B (TOA PAYOH),1.33573887362341,103.858408403539,HDB,87.2552,Moderate Accessibility,2,TOA PAYOH
Block 140 (BEDOK),1.32986086595092,103.935423827584,HDB,175.5338,High Accessibility,1,BEDOK
Block 140 (BISHAN),1.34479967079912,103.85310654157,HDB,142.0641,High Accessibility,1,BISHAN
Block 140 (JURONG WEST),1.32687382444581,103.723421163741,HDB,59.6655,Poor Accessibility,3,JURONG WEST
Block 140 (BUKIT MERAH),1.27815614255865,103.829524327849,HDB,148.137,High Accessibility,1,BUKIT MERAH
Block 140 (HOUGANG),1.35252644338434,103.883738329606,HDB,125.2031,High Accessibility,1,HOUGANG
Block 140 (PASIR RIS),1.36394845899024,103.959181035972,HDB,74.1412,Moderate Accessibility,2,PASIR RIS
Block 140 (SERANGOON),1.36843456862046,103.875006492339,HDB,77.7206,Moderate Accessibility,2,SERANGOON
Block 140A (JURONG WEST),1.32735549941,103.723135218753,HDB,60.9596,Poor Accessibility,3,JURONG WEST
Block 140B (JURONG WEST),1.32727988679078,103.723574309009,HDB,60.3243,Poor Accessibility,3,JURONG WEST
Block 140C (JURONG WEST),1.32753738497083,103.72428755393,HDB,60.735,Poor Accessibility,3,JURONG WEST
Block 140D (JURONG WEST),1.32759320275871,103.724631531896,HDB,60.7876,Poor Accessibility,3,JURONG WEST
Block 141 (BISHAN),1.34515398438819,103.853367119258,HDB,142.1198,High Accessibility,1,BISHAN
Block 141 (JURONG WEST),1.32753120936495,103.723422879705,HDB,60.9428,Poor Accessibility,3,JURONG WEST
Block 141 (BUKIT MERAH),1.27714559744846,103.828738908605,HDB,130.2739,High Accessibility,1,BUKIT MERAH
Block 141 (PASIR RIS),1.36418010991491,103.958735554564,HDB,75.3571,Moderate Accessibility,2,PASIR RIS
Block 141 (SERANGOON),1.36859420920975,103.874523249204,HDB,77.2799,Moderate Accessibility,2,SERANGOON
Block 141A (SERANGOON),1.36785968178624,103.874445762144,HDB,78.8503,Moderate Accessibility,2,SERANGOON
Block 142 (BISHAN),1.34550186128369,103.853443638303,HDB,144.4622,High Accessibility,1,BISHAN
Block 142 (BUKIT MERAH),1.27700823497374,103.828056201882,HDB,124.8144,High Accessibility,1,BUKIT MERAH
Block 142 (HOUGANG),1.35302664004115,103.882887594334,HDB,134.0821,High Accessibility,1,HOUGANG
Block 142 (PASIR RIS),1.36345258509225,103.958901731763,HDB,74.8816,Moderate Accessibility,2,PASIR RIS
Block 142 (SERANGOON),1.36738923192236,103.873635517365,HDB,79.9808,Moderate Accessibility,2,SERANGOON
Block 142A (PASIR RIS),1.3628738807511,103.959754593351,HDB,72.5666,Poor Accessibility,3,PASIR RIS
Block 142B (PASIR RIS),1.36391681231081,103.958549112382,HDB,75.8547,Moderate Accessibility,2,PASIR RIS
Block 143 (BUKIT MERAH),1.27778523331688,103.830001495464,HDB,145.8842,High Accessibility,1,BUKIT MERAH
Block 143 (HOUGANG),1.35223342746652,103.882841640503,HDB,126.403,High Accessibility,1,HOUGANG
Block 143 (PASIR RIS),1.36198405238232,103.960695828184,HDB,69.9956,Poor Accessibility,3,PASIR RIS
Block 143 (SERANGOON),1.36736076711937,103.872925371848,HDB,80.4821,Moderate Accessibility,2,SERANGOON
Block 144 (BUKIT MERAH),1.27728879786295,103.829957861117,HDB,139.0308,High Accessibility,1,BUKIT MERAH
Block 144 (HOUGANG),1.35197715513941,103.883313455892,HDB,122.0163,High Accessibility,1,HOUGANG
Block 144 (PASIR RIS),1.36240784548335,103.960544055101,HDB,70.4297,Poor Accessibility,3,PASIR RIS
Block 144 (SERANGOON),1.36778139173336,103.873041279529,HDB,79.3182,Moderate Accessibility,2,SERANGOON
Block 145 (BISHAN),1.34488600912462,103.85428449567,HDB,127.6452,High Accessibility,1,BISHAN
Block 145 (BUKIT MERAH),1.27729352946741,103.830515650322,HDB,145.8226,High Accessibility,1,BUKIT MERAH
Block 145 (HOUGANG),1.3514922855912,103.88323988763,HDB,117.9765,High Accessibility,1,HOUGANG
Block 145 (PASIR RIS),1.36321945235415,103.960831858806,HDB,69.6548,Poor Accessibility,3,PASIR RIS
Block 145 (SERANGOON),1.36780607446741,103.872379573915,HDB,79.5472,Moderate Accessibility,2,SERANGOON
Block 146 (BISHAN),1.34408604869725,103.854147568942,HDB,123.0688,High Accessibility,1,BISHAN
Block 146 (BUKIT MERAH),1.27783733331047,103.830814605787,HDB,156.2642,High Accessibility,1,BUKIT MERAH
Block 146 (PASIR RIS),1.36303591789608,103.960157915898,HDB,71.488,Poor Accessibility,3,PASIR RIS
Block 146 (SERANGOON),1.36816861691966,103.87293845884,HDB,78.378,Moderate Accessibility,2,SERANGOON
Block 146A (PASIR RIS),1.3633740463606,103.960473049439,HDB,70.626,Poor Accessibility,3,PASIR RIS
Block 147 (BISHAN),1.34387703291754,103.855106377701,HDB,112.2602,High Accessibility,1,BISHAN
Block 147 (PASIR RIS),1.36310057764065,103.962012302637,HDB,66.4607,Poor Accessibility,3,PASIR RIS
Block 147 (SERANGOON),1.36851857390771,103.872804036824,HDB,77.5649,Moderate Accessibility,2,SERANGOON
Block 147 (BUKIT MERAH),1.27727696508456,103.831093355841,HDB,152.9272,High Accessibility,1,BUKIT MERAH
Block 148 (BISHAN),1.3442336080746,103.854763632034,HDB,117.6286,High Accessibility,1,BISHAN
Block 148 (PASIR RIS),1.36226595651704,103.962078606736,HDB,66.3168,Poor Accessibility,3,PASIR RIS
Block 148 (SERANGOON),1.36830364245423,103.873673070603,HDB,77.748,Moderate Accessibility,2,SERANGOON
Block 148 (BUKIT MERAH),1.27688315064164,103.830883904963,HDB,145.2003,High Accessibility,1,BUKIT MERAH
Block 149 (BISHAN),1.34427940850465,103.855555665099,HDB,110.0198,High Accessibility,1,BISHAN
Block 149 (PASIR RIS),1.36155035352404,103.962008512252,HDB,66.4764,Poor Accessibility,3,PASIR RIS
Block 149 (SERANGOON),1.36677613527698,103.87356076875,HDB,81.7063,Moderate Accessibility,2,SERANGOON
Block 149 (BUKIT MERAH),1.27736066510423,103.831600213349,HDB,160.8321,High Accessibility,1,BUKIT MERAH
Block 149A (PASIR RIS),1.36238967424576,103.962716598775,HDB,64.6177,Poor Accessibility,3,PASIR RIS
Block 149A (SERANGOON),1.36700481675918,103.873272091323,HDB,81.2546,Moderate Accessibility,2,SERANGOON
Block 149B (PASIR RIS),1.3620389254967,103.962221705745,HDB,65.9331,Poor Accessibility,3,PASIR RIS
Block 15 (HOUGANG),1.3626577042511,103.891921506467,HDB,116.9181,High Accessibility,1,HOUGANG
Block 15 (TOA PAYOH),1.33550132176622,103.880231498548,HDB,77.7291,Moderate Accessibility,2,TOA PAYOH
Block 15 (TOA PAYOH),1.33592183813398,103.859058481639,HDB,87.1671,Moderate Accessibility,2,TOA PAYOH
Block 15 (MARINE PARADE),1.30484546888462,103.914257399726,HDB,126.4078,High Accessibility,1,MARINE PARADE
Block 15 (WOODLANDS),1.44191492526921,103.778157094017,HDB,66.6126,Poor Accessibility,3,WOODLANDS
Block 15 (BUKIT MERAH),1.27698913358023,103.820541104343,HDB,103.6789,High Accessibility,1,BUKIT MERAH
Block 15A (MARINE PARADE),1.30461919411726,103.914077165294,HDB,126.0669,High Accessibility,1,MARINE PARADE
Block 150 (BISHAN),1.34452706951365,103.855213610381,HDB,114.8032,High Accessibility,1,BISHAN
