name,lat,lng,location_type,accessibility_metric,accessibility_category,accessibility_code,region
Block 677C (YISHUN),1.42203450983176,103.84206234392,HDB,107.0538,High Accessibility,1,YISHUN
Block 678 (HOUGANG),1.37088142433204,103.884050940213,HDB,92.7151,High Accessibility,1,HOUGANG
Block 679 (HOUGANG),1.37146350071011,103.884744573963,HDB,93.8148,High Accessibility,1,HOUGANG
Block 68 (BEDOK),1.31875088774492,103.94336390491,HDB,68.7957,Poor Accessibility,3,BEDOK
Block 683C (CHOA CHU KANG),1.40467861884756,103.746314893319,HDB,64.2984,Poor Accessibility,3,CHOA CHU KANG
Block 685 (HOUGANG),1.37499002963882,103.88598223129,HDB,92.621,High Accessibility,1,HOUGANG
Block 686 (HOUGANG),1.37574544429752,103.885412786027,HDB,87.6546,Moderate Accessibility,2,HOUGANG
Block 686B (CHOA CHU KANG),1.40466479917824,103.748504488379,HDB,64.2179,Poor Accessibility,3,CHOA CHU KANG
Block 686C (CHOA CHU KANG),1.40468369607815,103.74900201661,HDB,63.8327,Poor Accessibility,3,CHOA CHU KANG
Block 687 (HOUGANG),1.3762254502561,103.885072860925,HDB,84.7316,Moderate Accessibility,2,HOUGANG
Block 687A (CHOA CHU KANG),1.40451101735306,103.750161262445,HDB,63.3997,Poor Accessibility,3,CHOA CHU KANG
Block 687B (CHOA CHU KANG),1.40440569281917,103.750668870917,HDB,63.1553,Poor Accessibility,3,CHOA CHU KANG
Block 687C (CHOA CHU KANG),1.40368559369126,103.751204967067,HDB,64.8869,Poor Accessibility,3,CHOA CHU KANG
Block 687D (CHOA CHU KANG),1.40368580815325,103.751581291592,HDB,64.2343,Poor Accessibility,3,CHOA CHU KANG
Block 688 (HOUGANG),1.37616179146764,103.885549843468,HDB,87.4585,Moderate Accessibility,2,HOUGANG
Block 688 (WOODLANDS),1.4439793538488,103.807496736583,HDB,72.1571,Poor Accessibility,3,WOODLANDS
Block 688D (WOODLANDS),1.44341960518743,103.807696359787,HDB,72.6268,Poor Accessibility,3,WOODLANDS
Block 688E (WOODLANDS),1.44381513960749,103.807945069315,HDB,71.8462,Poor Accessibility,3,WOODLANDS
Block 688F (WOODLANDS),1.44416134930045,103.807998180594,HDB,71.3332,Poor Accessibility,3,WOODLANDS
Block 689 (HOUGANG),1.3764920735414,103.885771949604,HDB,87.8905,Moderate Accessibility,2,HOUGANG
Block 689 (WOODLANDS),1.44468700441097,103.808870706119,HDB,69.6816,Poor Accessibility,3,WOODLANDS
Block 689A (WOODLANDS),1.44438629292754,103.807925409687,HDB,71.0923,Poor Accessibility,3,WOODLANDS
Block 689B (WOODLANDS),1.44446942805204,103.808397457375,HDB,70.4733,Poor Accessibility,3,WOODLANDS
Block 689C (WOODLANDS),1.44481204614487,103.808406093876,HDB,69.9686,Poor Accessibility,3,WOODLANDS
Block 689D (WOODLANDS),1.44428501569009,103.808741948979,HDB,70.3383,Poor Accessibility,3,WOODLANDS
Block 689E (WOODLANDS),1.44392045317552,103.808674247275,HDB,70.8404,Poor Accessibility,3,WOODLANDS
Block 689F (WOODLANDS),1.44357856654871,103.808771154988,HDB,71.0641,Poor Accessibility,3,WOODLANDS
Block 69 (BEDOK),1.31935026360524,103.943632360195,HDB,69.4489,Poor Accessibility,3,BEDOK
Block 690 (HOUGANG),1.3769320572703,103.885697042104,HDB,86.3336,Moderate Accessibility,2,HOUGANG
Block 690 (WOODLANDS),1.4429467862115,103.808476438212,HDB,71.974,Poor Accessibility,3,WOODLANDS
Block 690A (WOODLANDS),1.4435841754527,103.808407333102,HDB,71.5266,Poor Accessibility,3,WOODLANDS
Block 690B (CHOA CHU KANG),1.40318377742922,103.751873055849,HDB,65.3807,Poor Accessibility,3,CHOA CHU KANG
Block 690B (WOODLANDS),1.44329551571584,103.808168157956,HDB,72.1227,Poor Accessibility,3,WOODLANDS
Block 690C (WOODLANDS),1.44298235333791,103.807978941276,HDB,72.6612,Poor Accessibility,3,WOODLANDS
Block 690E (WOODLANDS),1.44216549395902,103.808040672708,HDB,73.0484,Poor Accessibility,3,WOODLANDS
Block 691 (HOUGANG),1.37671763294767,103.886528862873,HDB,91.7283,High Accessibility,1,HOUGANG
Block 692 (HOUGANG),1.37664719414577,103.886771607076,HDB,93.4436,High Accessibility,1,HOUGANG
Block 693 (HOUGANG),1.3766979699603,103.887541049902,HDB,98.3917,High Accessibility,1,HOUGANG
Block 7 (HOUGANG),1.36232721881747,103.893510807642,HDB,107.4154,High Accessibility,1,HOUGANG
Block 7 (BUKIT MERAH),1.28730052130543,103.807988268738,HDB,103.7822,High Accessibility,1,BUKIT MERAH
Block 7 (TOA PAYOH),1.33805369690152,103.857286902601,HDB,85.6383,Moderate Accessibility,2,TOA PAYOH
Block 7 (MARINE PARADE),1.30409794254107,103.917275409766,HDB,106.9822,High Accessibility,1,MARINE PARADE
Block 7 (WOODLANDS),1.44166906487399,103.776733408183,HDB,63.7671,Poor Accessibility,3,WOODLANDS
Block 7 (BUKIT MERAH),1.27836137310785,103.819384010497,HDB,109.0967,High Accessibility,1,BUKIT MERAH
Block 7 (TOA PAYOH),1.33471455041652,103.878708329058,HDB,80.4549,Moderate Accessibility,2,TOA PAYOH
Block 7A (TOA PAYOH),1.3379821447713,103.85700634008,HDB,85.927,Moderate Accessibility,2,TOA PAYOH
Block 7A (WOODLANDS),1.44162624574117,103.775973476443,HDB,62.1798,Poor Accessibility,3,WOODLANDS
Block 70 (BEDOK),1.31996943548307,103.94281863033,HDB,74.5703,Moderate Accessibility,2,BEDOK
Block 700 (PASIR RIS),1.38026600808605,103.938319673923,HDB,58.9182,Poor Accessibility,3,PASIR RIS
Block 700A (PASIR RIS),1.38078919849584,103.938632819457,HDB,58.161,Poor Accessibility,3,PASIR RIS
Block 701 (PASIR RIS),1.37996591907492,103.937932209463,HDB,59.08,Poor Accessibility,3,PASIR RIS
Block 701 (CLEMENTI),1.3076365648207,103.761325947461,HDB,103.0994,High Accessibility,1,CLEMENTI
Block 701B (YISHUN),1.42983378150608,103.827384256677,HDB,114.4886,High Accessibility,1,YISHUN
Block 701C (YISHUN),1.42965381352733,103.827093299549,HDB,110.0201,High Accessibility,1,YISHUN
Block 702 (PASIR RIS),1.38023204003435,103.937566462309,HDB,58.0897,Poor Accessibility,3,PASIR RIS
Block 702 (CLEMENTI),1.30724339919962,103.761156216846,HDB,99.6599,High Accessibility,1,CLEMENTI
Block 703 (PASIR RIS),1.38039161117546,103.937163210408,HDB,57.2828,Poor Accessibility,3,PASIR RIS
Block 703 (CLEMENTI),1.30674896245195,103.760633580535,HDB,94.3132,High Accessibility,1,CLEMENTI
Block 704 (PASIR RIS),1.38078384209546,103.937279271736,HDB,56.6563,Poor Accessibility,3,PASIR RIS
Block 704 (CLEMENTI),1.30634750622019,103.760538027126,HDB,91.8067,High Accessibility,1,CLEMENTI
Block 704A (PASIR RIS),1.38078657607888,103.937560114241,HDB,56.9747,Poor Accessibility,3,PASIR RIS
Block 705 (CLEMENTI),1.30566420848829,103.760650698612,HDB,89.0274,Moderate Accessibility,2,CLEMENTI
Block 705 (PASIR RIS),1.38058565727692,103.937747806432,HDB,57.593,Poor Accessibility,3,PASIR RIS
Block 706 (CLEMENTI),1.30676076028652,103.762363136976,HDB,101.7289,High Accessibility,1,CLEMENTI
Block 706 (PASIR RIS),1.38076797757942,103.938148546599,HDB,57.676,Poor Accessibility,3,PASIR RIS
Block 707 (CLEMENTI),1.30628748271347,103.762394965532,HDB,98.9565,High Accessibility,1,CLEMENTI
Block 707 (PASIR RIS),1.38132588224282,103.938232878848,HDB,56.6222,Poor Accessibility,3,PASIR RIS
Block 707 (YISHUN),1.42893488907136,103.827716191445,HDB,114.0861,High Accessibility,1,YISHUN
Block 708 (CLEMENTI),1.30571872306759,103.762167768843,HDB,95.0679,High Accessibility,1,CLEMENTI
Block 708 (PASIR RIS),1.38118597273519,103.938981598716,HDB,57.6746,Poor Accessibility,3,PASIR RIS
Block 708 (YISHUN),1.42871549391537,103.82716909558,HDB,106.9015,High Accessibility,1,YISHUN
Block 709 (CLEMENTI),1.30533046157853,103.762003588469,HDB,92.5755,High Accessibility,1,CLEMENTI
Block 709 (PASIR RIS),1.38176171803456,103.938577970169,HDB,56.0737,Poor Accessibility,3,PASIR RIS
Block 709 (YISHUN),1.4285690021208,103.827735428264,HDB,112.0979,High Accessibility,1,YISHUN
Block 71 (BEDOK),1.32041601736618,103.942732310081,HDB,76.3423,Moderate Accessibility,2,BEDOK
Block 71 (MARINE PARADE),1.30452764484152,103.908943951039,HDB,192.811,High Accessibility,1,MARINE PARADE
Block 710 (CLEMENTI),1.30628911866015,103.76151810816,HDB,95.6625,High Accessibility,1,CLEMENTI
Block 710 (PASIR RIS),1.3819775730856,103.937637737839,HDB,54.7318,Poor Accessibility,3,PASIR RIS
Block 710 (YISHUN),1.42821779793313,103.827761264778,HDB,110.1654,High Accessibility,1,YISHUN
Block 710A (PASIR RIS),1.38243108880682,103.937071110191,HDB,53.3299,Poor Accessibility,3,PASIR RIS
Block 710B (PASIR RIS),1.3820214446279,103.937161690605,HDB,54.1721,Poor Accessibility,3,PASIR RIS
Block 711 (CLEMENTI),1.30484423498146,103.76110706384,HDB,87.1569,Moderate Accessibility,2,CLEMENTI
Block 711 (PASIR RIS),1.38172033104503,103.93811088156,HDB,55.7035,Poor Accessibility,3,PASIR RIS
Block 711 (YISHUN),1.42800120289187,103.827147006794,HDB,102.9655,High Accessibility,1,YISHUN
Block 712 (CLEMENTI),1.30483690300269,103.762212950736,HDB,91.0009,Moderate Accessibility,2,CLEMENTI
Block 712 (PASIR RIS),1.38223062076004,103.938183410003,HDB,54.7631,Poor Accessibility,3,PASIR RIS
Block 712 (YISHUN),1.42785215049801,103.827781339299,HDB,108.0007,High Accessibility,1,YISHUN
Block 713 (CLEMENTI),1.30416148975898,103.762190838275,HDB,88.0164,Moderate Accessibility,2,CLEMENTI
Block 713 (PASIR RIS),1.38247673750926,103.937821775649,HDB,53.9546,Poor Accessibility,3,PASIR RIS
Block 713 (YISHUN),1.42752811877469,103.827416588661,HDB,102.6816,High Accessibility,1,YISHUN
Block 714 (CLEMENTI),1.30430341306691,103.761682084014,HDB,86.9044,Moderate Accessibility,2,CLEMENTI
Block 714 (PASIR RIS),1.38264722864523,103.937556703926,HDB,53.3912,Poor Accessibility,3,PASIR RIS
Block 714 (TAMPINES),1.36005190110954,103.937142900774,HDB,91.9885,High Accessibility,1,TAMPINES
Block 714 (YISHUN),1.42701651708938,103.827662646467,HDB,101.534,High Accessibility,1,YISHUN
Block 715 (CLEMENTI),1.30315360303876,103.761943675943,HDB,83.1328,Moderate Accessibility,2,CLEMENTI
Block 715 (PASIR RIS),1.3829779022172,103.937054462632,HDB,52.3327,Poor Accessibility,3,PASIR RIS
Block 715 (TAMPINES),1.35955696952682,103.937031845348,HDB,94.679,High Accessibility,1,TAMPINES
Block 715 (YISHUN),1.42638911318203,103.826910837812,HDB,92.4566,High Accessibility,1,YISHUN
Block 716 (BEDOK),1.33783795176833,103.924973671246,HDB,94.0797,High Accessibility,1,BEDOK
Block 716 (CLEMENTI),1.3019178771328,103.763073374343,HDB,81.452,Moderate Accessibility,2,CLEMENTI
Block 716 (PASIR RIS),1.38310157275173,103.936732575912,HDB,51.8228,Poor Accessibility,3,PASIR RIS
Block 716 (TAMPINES),1.35938987364854,103.936632842041,HDB,93.2971,High Accessibility,1,TAMPINES
Block 716 (YISHUN),1.42621096565013,103.827704108295,HDB,97.0318,High Accessibility,1,YISHUN
Block 716A (TAMPINES),1.35876990036343,103.936633518218,HDB,97.506,High Accessibility,1,TAMPINES
Block 717 (CLEMENTI),1.30323440870789,103.762464847394,HDB,85.1259,Moderate Accessibility,2,CLEMENTI
Block 717 (PASIR RIS),1.38262059331192,103.936631122283,HDB,52.5642,Poor Accessibility,3,PASIR RIS
Block 717 (TAMPINES),1.3588121878635,103.935212702172,HDB,87.4058,Moderate Accessibility,2,TAMPINES
Block 717 (YISHUN),1.42575233813242,103.828104354933,HDB,96.9521,High Accessibility,1,YISHUN
Block 718 (PASIR RIS),1.38244315383458,103.936371378227,HDB,52.6165,Poor Accessibility,3,PASIR RIS
Block 718 (TAMPINES),1.35908701781335,103.935544402477,HDB,88.107,Moderate Accessibility,2,TAMPINES
Block 718A (PASIR RIS),1.38192815699771,103.936014603592,HDB,53.1348,Poor Accessibility,3,PASIR RIS
Block 719 (PASIR RIS),1.38224267910055,103.936646781251,HDB,53.2473,Poor Accessibility,3,PASIR RIS
Block 719 (TAMPINES),1.35881240055992,103.935913216026,HDB,91.9781,High Accessibility,1,TAMPINES
Block 72 (BEDOK),1.32036659168877,103.943667906986,HDB,72.0208,Poor Accessibility,3,BEDOK
Block 72 (MARINE PARADE),1.30428356986834,103.908364873073,HDB,210.5964,High Accessibility,1,MARINE PARADE
Block 720 (CLEMENTI),1.30246408847832,103.763750972451,HDB,85.8588,Moderate Accessibility,2,CLEMENTI
Block 720 (PASIR RIS),1.3815512356895,103.936568241353,HDB,54.4077,Poor Accessibility,3,PASIR RIS
Block 720 (TAMPINES),1.35938894436607,103.936070829294,HDB,89.7962,Moderate Accessibility,2,TAMPINES
Block 720A (TAMPINES),1.35961376109011,103.935750309181,HDB,86.6954,Moderate Accessibility,2,TAMPINES
Block 721 (CLEMENTI),1.3024620264944,103.764555289938,HDB,87.8253,Moderate Accessibility,2,CLEMENTI
Block 721 (PASIR RIS),1.3814623557979,103.936332074831,HDB,54.3048,Poor Accessibility,3,PASIR RIS
Block 721 (TAMPINES),1.3599202305003,103.936352048283,HDB,88.4478,Moderate Accessibility,2,TAMPINES
Block 722 (CLEMENTI),1.30291359271021,103.763759578355,HDB,87.8537,Moderate Accessibility,2,CLEMENTI
Block 722 (PASIR RIS),1.38096375170476,103.9368903039,HDB,55.86,Poor Accessibility,3,PASIR RIS
Block 722 (TAMPINES),1.35989254496234,103.935859341782,HDB,85.8857,Moderate Accessibility,2,TAMPINES
Block 723 (CLEMENTI),1.30310124001611,103.763413053663,HDB,87.5538,Moderate Accessibility,2,CLEMENTI
Block 723 (PASIR RIS),1.38068071053619,103.936596173117,HDB,56.0429,Poor Accessibility,3,PASIR RIS
Block 723 (TAMPINES),1.35992057153678,103.935128203307,HDB,81.8534,Moderate Accessibility,2,TAMPINES
Block 723A (TAMPINES),1.35956299713674,103.935210270608,HDB,83.874,Moderate Accessibility,2,TAMPINES
Block 724 (CLEMENTI),1.30360871033936,103.763359143047,HDB,89.3909,Moderate Accessibility,2,CLEMENTI
Block 724 (JURONG WEST),1.34504744920415,103.698147806019,HDB,96.9058,High Accessibility,1,JURONG WEST
Block 724 (PASIR RIS),1.3809343990191,103.936234669952,HDB,55.1421,Poor Accessibility,3,PASIR RIS
Block 724 (TAMPINES),1.35684229419395,103.934951160364,HDB,96.1156,High Accessibility,1,TAMPINES
Block 725 (CLEMENTI),1.30347105130136,103.763705543782,HDB,89.8475,Moderate Accessibility,2,CLEMENTI
Block 725 (JURONG WEST),1.34545304789507,103.697715535254,HDB,92.2375,High Accessibility,1,JURONG WEST
Block 725 (PASIR RIS),1.38118702553862,103.935844067253,HDB,54.2288,Poor Accessibility,3,PASIR RIS
Block 725 (TAMPINES),1.35698450686671,103.935334502197,HDB,98.7344,High Accessibility,1,TAMPINES
Block 726 (CLEMENTI),1.30381073184127,103.764250748436,HDB,92.3462,High Accessibility,1,CLEMENTI
Block 726 (JURONG WEST),1.3459430568526,103.697134589327,HDB,86.8692,Moderate Accessibility,2,JURONG WEST
Block 726 (TAMPINES),1.35698439301277,103.935887361779,HDB,103.949,High Accessibility,1,TAMPINES
Block 727 (CLEMENTI),1.30413678048377,103.76381785742,HDB,92.6396,High Accessibility,1,CLEMENTI
Block 727 (JURONG WEST),1.34578055890649,103.697658831452,HDB,90.0433,Moderate Accessibility,2,JURONG WEST
Block 727 (TAMPINES),1.3563134994008,103.935483915221,HDB,103.9701,High Accessibility,1,TAMPINES
Block 728 (CLEMENTI),1.3056127219172,103.76360266187,HDB,98.7237,High Accessibility,1,CLEMENTI
Block 728 (JURONG WEST),1.34609925362519,103.697696356279,HDB,88.3677,Moderate Accessibility,2,JURONG WEST
Block 728 (TAMPINES),1.35622572265317,103.934838867632,HDB,98.0528,High Accessibility,1,TAMPINES
Block 729 (CLEMENTI),1.30492724290307,103.763519401903,HDB,95.2302,High Accessibility,1,CLEMENTI
Block 729 (JURONG WEST),1.34640067334745,103.697870252881,HDB,87.3584,Moderate Accessibility,2,JURONG WEST
Block 729 (TAMPINES),1.35644099036712,103.934139023776,HDB,91.1507,Moderate Accessibility,2,TAMPINES
Block 73 (BEDOK),1.31983803117222,103.943971359147,HDB,69.4147,Poor Accessibility,3,BEDOK
Block 73 (MARINE PARADE),1.30380541604563,103.908362369014,HDB,207.9957,High Accessibility,1,MARINE PARADE
Block 730 (CLEMENTI),1.304777153125,103.763121970707,HDB,93.5222,High Accessibility,1,CLEMENTI
Block 730 (JURONG WEST),1.34610886408457,103.698426986147,HDB,91.3973,High Accessibility,1,JURONG WEST
Block 730 (TAMPINES),1.35670606456443,103.933499178921,HDB,85.4767,Moderate Accessibility,2,TAMPINES
Block 730A (TAMPINES),1.35727442241292,103.933445222693,HDB,83.1584,Moderate Accessibility,2,TAMPINES
Block 731 (CLEMENTI),1.30440046544571,103.762746222568,HDB,90.7893,Moderate Accessibility,2,CLEMENTI
Block 731 (JURONG WEST),1.34549617797228,103.698708059871,HDB,96.6927,High Accessibility,1,JURONG WEST
Block 731 (TAMPINES),1.35700670008105,103.934099343677,HDB,88.6186,Moderate Accessibility,2,TAMPINES
Block 732 (JURONG WEST),1.34584120322079,103.699605451431,HDB,98.4523,High Accessibility,1,JURONG WEST
Block 732 (TAMPINES),1.35755873795717,103.934320421541,HDB,87.8455,Moderate Accessibility,2,TAMPINES
Block 733 (JURONG WEST),1.34536778100039,103.700027619601,HDB,104.266,High Accessibility,1,JURONG WEST
Block 733 (TAMPINES),1.3578245820795,103.933874048097,HDB,83.7807,Moderate Accessibility,2,TAMPINES
Block 734 (JURONG WEST),1.34536325310096,103.700459730695,HDB,106.5432,High Accessibility,1,JURONG WEST
Block 734 (PASIR RIS),1.37969802061042,103.936270775161,HDB,57.4565,Poor Accessibility,3,PASIR RIS
Block 734 (TAMPINES),1.35820447554431,103.934339097013,HDB,85.0539,Moderate Accessibility,2,TAMPINES
Block 734A (JURONG WEST),1.34561187421808,103.700911047848,HDB,106.5471,High Accessibility,1,JURONG WEST
Block 735 (JURONG WEST),1.34615477405686,103.701172026627,HDB,102.7595,High Accessibility,1,JURONG WEST
Block 735 (PASIR RIS),1.37930652441288,103.936272103548,HDB,58.1861,Poor Accessibility,3,PASIR RIS
Block 735 (TAMPINES),1.35957584140664,103.934155801397,HDB,78.1782,Moderate Accessibility,2,TAMPINES
Block 736 (JURONG WEST),1.34611144493785,103.701653716516,HDB,105.1281,High Accessibility,1,JURONG WEST
Block 736 (PASIR RIS),1.37965236410736,103.937312311942,HDB,58.9289,Poor Accessibility,3,PASIR RIS
Block 736 (TAMPINES),1.3590415975547,103.934383357768,HDB,81.4708,Moderate Accessibility,2,TAMPINES
Block 736A (PASIR RIS),1.37896240512883,103.937240760306,HDB,60.2043,Poor Accessibility,3,PASIR RIS
Block 737 (JURONG WEST),1.34674600665671,103.701159880168,HDB,97.6217,High Accessibility,1,JURONG WEST
Block 737 (PASIR RIS),1.37941634729714,103.936978237381,HDB,58.9494,Poor Accessibility,3,PASIR RIS
Block 737 (TAMPINES),1.35894130604965,103.934006650369,HDB,79.8979,Moderate Accessibility,2,TAMPINES
Block 738 (JURONG WEST),1.3461618661461,103.700555451498,HDB,100.1223,High Accessibility,1,JURONG WEST
Block 738 (PASIR RIS),1.37915489273996,103.936519186278,HDB,58.8177,Poor Accessibility,3,PASIR RIS
Block 738 (TAMPINES),1.35908478564757,103.933607649537,HDB,77.2699,Moderate Accessibility,2,TAMPINES
Block 738A (PASIR RIS),1.37938089098659,103.936659925416,HDB,58.5837,Poor Accessibility,3,PASIR RIS
Block 739 (JURONG WEST),1.34617365805921,103.69997866645,HDB,97.5816,High Accessibility,1,JURONG WEST
Block 739 (PASIR RIS),1.37850496988467,103.936790914122,HDB,60.4489,Poor Accessibility,3,PASIR RIS
Block 739 (TAMPINES),1.3592278769788,103.933209877161,HDB,74.8225,Moderate Accessibility,2,TAMPINES
Block 739A (JURONG WEST),1.34592568102338,103.700380862386,HDB,101.3165,High Accessibility,1,JURONG WEST
Block 74 (MARINE PARADE),1.30370518822061,103.907213592718,HDB,256.704,High Accessibility,1,MARINE PARADE
Block 740 (PASIR RIS),1.37790740617351,103.935984430467,HDB,60.3342,Poor Accessibility,3,PASIR RIS
Block 740 (TAMPINES),1.35937096824888,103.932812069104,HDB,73.2687,Poor Accessibility,3,TAMPINES
Block 741 (PASIR RIS),1.37758995148537,103.936409748047,HDB,61.8287,Poor Accessibility,3,PASIR RIS
Block 741 (TAMPINES),1.36001178461805,103.933043774843,HDB,73.325,Poor Accessibility,3,TAMPINES
Block 741A (PASIR RIS),1.37753660679604,103.935987504285,HDB,61.1652,Poor Accessibility,3,PASIR RIS
Block 742 (PASIR RIS),1.37695502051909,103.935942403694,HDB,62.359,Poor Accessibility,3,PASIR RIS
Block 742 (TAMPINES),1.35958874830961,103.933361011699,HDB,74.6648,Moderate Accessibility,2,TAMPINES
Block 742A (TAMPINES),1.35996888173835,103.934143327405,HDB,76.826,Moderate Accessibility,2,TAMPINES
Block 743 (JURONG WEST),1.34729337076872,103.699193658222,HDB,86.9297,Moderate Accessibility,2,JURONG WEST
Block 743 (PASIR RIS),1.37729564589595,103.935564357183,HDB,60.8963,Poor Accessibility,3,PASIR RIS
Block 744 (JURONG WEST),1.34679376658956,103.698901258517,HDB,88.9975,Moderate Accessibility,2,JURONG WEST
Block 744 (PASIR RIS),1.37746923750495,103.935212344699,HDB,59.8563,Poor Accessibility,3,PASIR RIS
Block 744A (PASIR RIS),1.37794930678264,103.935386494601,HDB,59.3055,Poor Accessibility,3,PASIR RIS
Block 745 (JURONG WEST),1.34701378802091,103.697951572709,HDB,84.2401,Moderate Accessibility,2,JURONG WEST
Block 745 (PASIR RIS),1.37836876146817,103.935588205501,HDB,58.8854,Poor Accessibility,3,PASIR RIS
Block 746 (JURONG WEST),1.3474046679627,103.698119138036,HDB,82.6946,Moderate Accessibility,2,JURONG WEST
